"thth","T200","T300","T400","T500","T600","T700","T800","T900"
77.45281,-70.71378,-11.29806,47.21786,106.81271,166.96589,231.84057,308.14921,395.68708
77.47325,-70.64172,-9.96044,46.18615,109.22583,166.87073,231.73729,307.72899,395.68708
77.4937,-69.86396,-10.62696,47.76922,107.44344,167.19031,232.31557,307.788,395.79589
77.51415,-69.32482,-10.29438,47.62062,107.5737,166.70604,231.96557,307.93282,395.73021
77.53459,-70.40066,-10.73853,47.42141,106.30057,166.96354,231.87885,307.69526,395.68708
77.55504,-70.19618,-9.80622,47.92104,108.38036,166.87214,231.86609,307.8243,395.93182
77.57549,-69.29635,-9.60479,47.64297,107.94068,166.8262,232.03812,307.79951,395.86917
77.59593,-70.53757,-9.77015,47.395,107.64693,166.91927,232.06745,307.73207,395.92042
77.61638,-69.03776,-10.2008,47.85604,107.23458,166.66307,231.89891,307.85542,395.80646
77.63683,-69.39065,-9.94747,47.5051,107.38729,166.72245,232.00958,307.90101,395.68708
77.65727,-70.25273,-9.57888,46.83573,107.73052,166.63089,232.0024,307.92958,395.86302
77.67772,-69.48503,-10.19904,47.45771,108.57141,166.73891,232.09682,307.70923,395.75078
77.69816,-70.46481,-10.26929,47.06271,107.85359,166.72198,232.16229,308.10738,395.99563
77.71861,-69.80883,-9.58796,47.36604,108.77698,166.61667,231.71854,307.82512,395.78062
77.73906,-70.09588,-10.31695,46.81401,107.57599,166.73323,232.00958,307.66878,395.91266
77.7595,-70.13026,-10.88882,46.40526,109.53005,166.59672,232.08995,307.85038,395.79448
77.77995,-71.34255,-10.48694,47.1899,107.75458,166.71302,232.01849,307.51961,395.76948
77.8004,-71.00453,-10.21946,45.19807,107.8851,166.85026,232.09589,307.75244,395.765
77.82084,-69.63019,-10.08343,47.12719,107.95917,166.86656,231.86724,307.83562,395.77375
77.84129,-70.08343,-9.94704,47.25589,109.20604,166.62932,232.02745,307.68156,395.68708
77.86174,-69.92392,-10.82057,47.88922,109.24833,166.73141,231.83859,307.78421,395.83844
77.88218,-70.22575,-10.7292,48.33599,107.82203,166.82964,231.87125,307.79492,395.77396
77.90263,-70.78933,-10.34421,47.45687,107.62026,166.78552,232.01182,307.70058,395.72333
77.92308,-70.5689,-10.67281,47.01958,108.18484,166.64698,231.99479,307.73224,395.68708
77.94352,-70.48299,-9.7896,47.5275,107.45109,166.78474,232.15885,307.74662,395.82948
77.96397,-70.82339,-10.91901,46.89266,107.36146,166.91203,232.07224,307.693,395.71031
77.98441,-70.75763,-8.99958,47.8124,107.48141,166.89307,231.82104,307.8778,395.92896
78.00486,-69.25666,-9.85503,46.89604,108.07682,166.82104,232.00958,307.97196,395.8325
78.02531,-69.60861,-9.88419,47.73589,108.74359,166.7275,232.04089,307.74415,395.68708
78.04575,-69.72721,-11.03144,47.55391,107.72682,166.52562,232.14917,307.6021,395.70682
78.0662,-70.06589,-10.51378,47.62432,108.19552,166.77948,232.00328,307.87271,395.765
78.08665,-69.78998,-10.03159,46.20969,107.54682,166.77693,232.24161,307.80171,395.90089
78.10709,-70.42146,-9.27954,46.77672,106.84953,166.63339,232.0425,307.64255,395.9576
78.12754,-70.22046,-9.05292,48.06271,109.44302,166.96839,232.06958,307.58123,395.74937
78.14799,-70.76568,-9.97992,47.0426,107.95568,166.96438,231.84927,307.83734,395.81667
78.16843,-70.76841,-9.64831,47.61615,108.21135,166.8324,232.05115,307.66191,395.91146
78.18888,-69.61684,-10.06001,46.25849,108.27,166.53318,232.07927,307.59361,395.85917
78.20933,-70.00621,-10.35865,46.45724,108.28042,166.71339,232.05698,307.60285,395.68708
78.22977,-70.95884,-10.25892,47.50943,108.01109,166.84995,232.15089,307.61469,395.86932
78.25022,-70.67773,-10.04006,46.00469,107.80615,166.89698,231.98094,307.74244,396.01068
78.27066,-70.17604,-9.2961,47.32943,107.42609,166.82724,232.01651,307.69702,395.80443
78.29111,-70.1662,-9.78954,47.13521,108.01495,166.79755,232.00958,307.78277,395.68708
78.31156,-69.9467,-9.7127,46.92297,108.62531,166.88813,231.92297,307.60441,395.70948
78.332,-69.16797,-10.51378,47.64755,107.44464,166.80536,232.00958,307.78861,395.68708
78.35245,-70.66424,-11.48306,47.12844,107.48266,166.73318,231.90469,307.56441,395.78411
78.3729,-69.75742,-9.28568,47.26109,107.17339,166.73516,232.19573,307.66037,395.91146
78.39334,-69.77079,-9.56631,47.07813,108.39771,166.77078,232.03818,307.71354,395.68708
78.41379,-71.07372,-9.98242,47.18406,107.80667,166.91271,232.04859,307.79139,395.68813
78.43424,-70.98445,-9.92287,46.79526,107.71958,166.92141,232.10359,307.84293,395.92854
78.45468,-69.57493,-9.28443,46.87714,107.64984,166.61115,231.87536,307.88422,395.77521
78.47513,-70.23738,-9.14664,46.71016,109.23969,166.7738,232.00958,307.62139,395.68708
78.49557,-71.02624,-10.07741,46.8837,108.14891,166.71141,231.94568,307.62225,395.80771
78.51602,-70.40091,-10.34093,46.97672,108.29375,166.71042,232.03823,307.91401,395.84005
78.53647,-70.32927,-9.63227,46.88073,107.00036,166.79047,231.94854,307.75502,395.84656
78.55691,-71.27367,-10.50089,46.14281,107.64365,166.93932,231.95474,307.71628,395.97125
78.57736,-70.27347,-9.39004,47.07698,108.63354,166.61109,232.07052,307.76806,395.8262
78.59781,-70.59054,-9.49703,47.00516,107.38344,166.77063,232.14479,307.83149,395.68708
78.61825,-70.79207,-10.61014,47.71458,107.61568,166.7275,231.91323,307.83036,395.86245
78.6387,-70.11754,-10.39912,46.39224,108.63328,166.60927,232.00958,307.83151,395.75646
78.65915,-69.63857,-9.54547,47.24062,107.48047,166.76151,232.08323,307.67711,395.83193
78.67959,-71.07092,-10.59033,47.72453,108.07656,166.97646,231.89766,307.79049,395.83354
78.70004,-70.76007,-10.64295,47.23896,107.43714,166.77979,232.02922,307.76755,395.68833
78.72049,-70.11036,-10.45912,47.34031,106.88964,167.02057,232.03922,307.59265,395.71089
78.74093,-70.14149,-9.93035,47.27922,108.1288,166.69245,231.79411,307.58482,395.68708
78.76138,-70.7576,-10.30895,47.09844,108.1001,167.09896,232.02729,307.72035,395.76318
78.78182,-70.02706,-9.84184,47.17365,107.94255,166.76781,231.96651,307.8207,395.74672
78.80227,-70.44007,-10.8484,46.85906,107.3263,166.9938,232.03714,307.63719,395.68708
78.82272,-70.0077,-10.93167,47.49021,108.14922,166.81437,231.81156,307.62308,395.8488
78.84316,-69.33098,-10.51378,47.11078,108.01573,166.71521,232.03974,307.62891,395.75281
78.86361,-70.56822,-10.17273,46.78807,107.32698,166.97276,232.05896,307.73287,395.75995
78.88406,-69.58722,-11.32469,47.03943,107.64156,166.83073,232.11453,307.64352,395.68708
78.9045,-70.56866,-10.09567,47.0637,107.41594,166.74641,232.01354,307.72024,395.79365
78.92495,-70.38884,-10.68054,47.67766,108.7051,166.7275,231.92807,307.77637,395.68708
78.9454,-70.81571,-10.44969,47.07536,107.8074,166.61208,232.01385,307.72292,395.79323
78.96584,-70.50341,-11.00499,46.89365,106.98036,166.78917,231.92552,307.77653,395.77255
78.98629,-70.78981,-9.98355,46.80849,107.07078,166.81,232.00958,308.00496,395.68708
79.00674,-70.3397,-10.86234,47.02891,108.17021,166.72703,231.96854,307.74564,395.71641
79.02718,-70.44442,-10.47589,46.8837,107.72693,166.63698,231.94349,307.65599,395.87891
79.04763,-70.54565,-10.67418,46.61635,107.54578,166.78859,232.18917,307.56869,395.7113
79.06807,-70.7109,-10.72252,47.12354,107.77172,166.50875,232.01891,307.77777,395.78307
79.08852,-70.66984,-10.61238,46.38948,108.07849,166.75792,232.03458,307.66605,395.71943
79.10897,-70.59505,-10.41746,47.2549,107.46214,166.75953,231.73208,307.84101,395.68708
79.12941,-70.36272,-10.89646,47.09969,107.37745,166.77125,232.22073,307.73008,395.73349
79.14986,-70.47026,-10.10545,46.76849,107.89495,166.82089,232.04057,307.86486,395.74937
79.17031,-70.83851,-11.26382,46.95005,107.8187,166.63714,232.08599,307.6984,395.78005
79.19075,-70.6128,-11.14244,47.01896,108.18005,166.71568,232.21479,307.61972,395.90411
79.2112,-70.11285,-10.32614,47.06844,108.20266,166.57125,232.05687,307.7124,395.72964
79.23165,-70.32519,-11.02249,47.34828,108.07057,166.83286,232.26135,307.68685,395.83047
79.25209,-70.31313,-10.379,47.17448,107.07563,166.84641,231.95917,307.65634,395.9763
79.27254,-70.25929,-10.34165,47.30245,109.00109,166.63177,232.00958,307.79925,395.93344
79.29298,-70.37246,-11.14758,47.24339,108.17641,166.77562,231.99297,307.82907,395.68708
79.31343,-70.2866,-10.51226,47.1024,108.50703,166.7424,232.23552,307.78153,395.75771
79.33388,-69.91048,-10.67582,46.89094,107.54984,166.5624,232.32104,307.56191,395.85307
79.35432,-69.6203,-10.51378,47.32964,107.11146,166.88219,232.16583,307.46797,395.74266
79.37477,-70.47612,-10.7416,47.02792,108.24115,166.5962,232.0887,307.71911,395.79854
79.39522,-70.03046,-10.3408,47.12391,107.74297,166.72198,232.15292,307.57019,395.80443
79.41566,-69.58059,-10.19946,47.09443,108.19635,166.69484,232.07052,307.6702,395.68708
79.43611,-69.95494,-10.16412,47.01016,108.19891,166.9562,232.00958,307.57327,395.79021
79.45656,-70.52141,-10.9345,47.86141,108.05359,166.73,231.8713,307.5649,395.68687
79.477,-70.47222,-10.69838,46.26292,108.62068,166.54927,232.12276,307.77169,395.7176
79.49745,-71.01151,-10.46103,46.64943,108.50359,166.7275,232.08464,307.57837,395.73448
79.5179,-70.54321,-10.43279,47.50104,106.6649,166.59031,232.19651,307.63141,395.90536
79.53834,-71.06159,-9.93836,46.82318,107.59891,166.8025,232.15458,307.72056,395.82276
79.55879,-70.0483,-10.79866,47.69375,108.41359,166.66818,232.03432,307.85235,395.6887
79.57923,-70.66535,-10.91113,46.29391,108.6076,166.90255,231.93344,307.80886,395.68687
79.59968,-69.7603,-10.29914,46.98505,107.29885,166.71557,232.02193,307.78642,395.74365
79.62013,-70.04714,-10.40616,47.87651,108.00521,166.88036,231.93115,307.6816,395.7176
79.64057,-70.75105,-10.41663,47.7463,107.99479,166.5775,231.88115,307.89495,395.79203
79.66102,-69.82796,-10.80639,47.91755,108.18943,166.65385,231.89667,307.62969,395.74505
79.68147,-70.0997,-9.90707,47.62542,108.39667,166.88099,232.00958,307.73371,395.82661
79.70191,-68.83433,-9.61019,47.39812,108.15385,166.78807,232.03964,307.66834,395.81359
79.72236,-70.17866,-10.09816,48.09938,107.29917,166.86635,232.04615,307.68042,395.82417
79.74281,-70.61596,-11.27491,46.89745,109.03917,166.75828,232.05193,307.88264,395.85469
79.76325,-70.0678,-10.66267,47.46135,108.18187,166.83714,231.94896,307.55574,395.68708
79.7837,-70.58076,-9.50891,47.22667,108.205,166.7351,232.12849,307.63644,395.89052
79.80415,-71.01565,-10.91865,47.91016,108.18578,166.54594,232.02672,307.77437,395.90781
79.82459,-69.72073,-9.68601,48.24437,108.73203,166.87479,232.2125,307.67123,395.75911
79.84504,-70.52873,-10.93045,47.61323,107.92161,166.70453,231.99214,307.68621,395.8913
79.86548,-70.25005,-10.86094,47.44411,108.67667,166.7887,231.87526,307.86191,395.8976
79.88593,-70.0793,-10.39147,47.51479,108.47115,166.9026,232.14964,307.34057,395.68708
79.90638,-70.86782,-10.80091,47.36812,107.28792,166.87953,232.13542,307.6847,395.81057
79.92682,-70.5689,-10.28685,48.20807,108.22844,166.79203,231.96542,307.66104,395.76443
79.94727,-70.9232,-10.36559,47.01651,108.30922,166.59552,231.94187,307.86363,395.78839
79.96772,-70.23981,-10.1863,47.72016,108.95724,166.64427,232.00958,307.72138,395.84839
79.98816,-69.80481,-9.75556,47.67828,108.09089,166.74229,231.97026,307.6701,395.89599
80.00861,-69.7221,-9.72958,47.84615,106.9413,166.69427,232.00958,307.80079,395.86021
80.02906,-70.93673,-10.90507,47.53,107.48266,166.7676,232.02307,307.73255,395.8138
80.0495,-69.94588,-10.51378,47.36484,107.17354,166.87667,232.02615,307.62718,395.71474
80.06995,-70.28206,-10.33684,46.74583,108.64286,166.71156,232.00958,307.79401,395.69625
80.09039,-69.35666,-9.8945,46.8837,107.48411,166.75036,231.91391,307.66411,395.70563
80.11084,-70.63747,-9.87046,46.65755,106.94177,166.83948,232.07646,307.73779,395.75323
80.13129,-70.92587,-10.36696,47.00953,108.40182,166.42594,232.0875,307.73515,395.70807
80.15173,-70.15565,-10.29674,48.54547,108.41302,166.63958,232.21943,307.63905,395.68687
80.17218,-68.89963,-10.62907,46.60438,107.92161,166.95349,231.98948,307.99043,395.88807
80.19263,-69.97636,-10.60013,48.21052,107.28766,166.6463,232.14833,307.74513,395.73427
80.21307,-71.04674,-9.73072,46.6787,108.43687,166.95073,232.05896,307.65208,395.68708
80.23352,-70.37864,-10.05877,46.71255,108.36094,166.69932,232.06578,307.82941,395.68708
80.25397,-69.80559,-9.38373,47.41536,108.67547,166.91901,231.9825,307.70921,395.84516
80.27441,-69.21796,-10.14412,47.57385,108.40443,166.77969,232.01245,307.65656,395.76646
80.29486,-70.52982,-9.72481,46.55875,108.17328,166.68219,231.94156,307.80837,395.83901
80.31531,-70.17665,-9.99622,47.46156,108.64818,166.59646,231.87625,307.65083,395.76604
80.33575,-70.40864,-9.92946,47.06776,108.91901,166.7275,232.22833,307.65166,395.68708
80.3562,-70.05455,-9.77085,47.2538,108.44635,166.84964,231.99797,307.70711,395.81094
80.37664,-69.76712,-10.44769,46.72172,108.5851,166.84672,231.98896,307.78268,395.72188
80.39709,-70.42282,-10.0298,47.56219,106.7488,166.84448,232.1037,307.65649,395.73958
80.41754,-70.0279,-9.6672,47.07089,107.47453,166.74323,232.04188,307.68109,395.68708
80.43798,-70.60483,-9.37964,47.5988,108.99807,166.83698,231.94099,307.70363,395.77052
80.45843,-69.60445,-11.19207,47.91854,107.98979,166.54578,232.00958,307.64587,395.75401
80.47888,-69.96724,-10.97708,46.86161,107.29104,166.72109,231.94906,307.72824,395.91307
80.49932,-70.55143,-10.51378,47.20687,107.76995,166.72068,232.18396,307.80793,395.86651
80.51977,-71.29378,-10.73167,47.16901,107.17172,166.6787,232.04891,307.60734,395.69281
80.54022,-70.33268,-10.42511,46.73349,108.35328,166.76807,231.93078,307.83269,395.78453
80.56066,-69.48483,-9.95634,46.63036,107.19969,166.72703,232.0562,307.80206,395.85469
80.58111,-69.98666,-10.63019,46.82245,106.97104,166.5451,231.84411,307.69392,395.8362
80.60156,-70.10289,-10.22216,47.75073,107.75026,166.75156,232.00958,307.63708,395.68708
80.622,-70.34714,-10.38949,46.9712,107.745,166.71849,232.11682,307.81327,395.80526
80.64245,-70.14683,-10.21417,47.47865,108.18083,166.66714,231.91807,307.89973,395.68708
80.66289,-70.62844,-10.50231,46.91807,107.43359,166.88797,232.01469,307.87217,395.88094
80.68334,-70.07869,-10.39047,47.16646,107.17135,166.7026,232.03026,307.82611,395.72719
80.70379,-70.39379,-10.51378,47.36807,108.43172,166.72729,232.03578,307.84979,395.76891
80.72423,-69.71535,-10.76807,46.55562,107.31927,166.55693,231.93542,308.05396,395.68708
80.74468,-69.18557,-9.34628,47.52505,107.23797,166.72016,232.03505,307.77848,395.6999
80.76513,-69.86654,-10.0374,46.69516,108.2049,166.72641,231.8999,307.90664,395.79547
80.78557,-70.39467,-10.32413,47.40411,107.23984,166.65708,232.23859,307.76761,395.83922
80.80602,-70.64626,-10.04994,47.01286,106.9724,166.91568,231.96844,307.92892,395.68708
80.82647,-70.75879,-10.58815,47.17276,109.2075,166.98906,232.00958,307.98624,395.92328
80.84691,-69.95511,-9.87193,47.35885,108.85583,166.66703,232.0225,307.7648,395.68708
80.86736,-69.82558,-9.52598,46.98932,107.46068,166.85844,231.88365,307.83465,395.68708
80.88781,-69.4101,-11.16217,46.32151,107.40401,166.71812,232.21281,307.76462,395.92182
80.90825,-70.0837,-10.59319,47.25807,108.55937,166.55042,232.06495,307.99422,395.81766
80.9287,-70.09793,-9.96671,47.06026,107.24979,167.06729,231.99589,308.12306,395.74693
80.94914,-69.59353,-10.3409,46.79255,107.20891,166.65667,232.26427,307.75064,395.70745
80.96959,-70.48756,-10.48446,46.965,107.71583,166.89057,232.13922,307.59209,395.77109
80.99004,-69.54207,-11.58746,47.04526,107.74432,166.90078,232.23479,308.00968,395.88297
81.01048,-69.64058,-10.27859,47.15552,107.57911,166.82313,232.27234,308.03417,395.92693
81.03093,-70.54749,-10.09814,46.50266,108.72917,166.77401,231.86693,307.91292,395.68708
81.05138,-70.17072,-10.48869,47.0424,107.88599,166.90979,232.26833,307.92757,395.76969
81.07182,-70.55945,-10.42834,46.86354,106.56974,166.87318,232.26979,308.19002,395.75589
81.09227,-71.42508,-10.23767,47.99771,108.1338,167.26125,232.31396,308.24811,395.86917
81.11272,-70.57345,-10.46723,47.72641,108.0801,167.08094,232.53755,308.35308,395.90719
81.13316,-69.1692,-8.4145,47.35193,107.74328,167.10859,232.37672,308.32574,395.77375
81.15361,-69.92389,-10.01606,47.24182,107.59766,167.25078,232.45193,308.37267,395.68708
81.17405,-71.05056,-10.77929,47.46089,108.3174,167.18635,232.65828,308.45192,395.88094
81.1945,-70.62673,-11.40252,46.49203,107.76281,167.26156,232.6399,308.94994,395.77599
81.21495,-70.08493,-9.36084,46.95974,107.84224,167.42094,232.89672,309.31281,396.02859
81.23539,-70.79943,-9.35628,46.12349,107.6676,167.6675,233.09661,309.29758,395.89885
81.25584,-68.67851,-10.53773,47.09479,107.63042,167.47786,233.58609,309.84545,396.24729
81.27629,-70.52344,-10.41575,47.30484,107.54901,167.37901,233.77714,310.56047,396.40573
81.29673,-69.33109,-9.72597,47.06172,107.51104,167.46547,233.74396,311.66722,396.58573
81.31718,-69.16006,-10.13584,47.06099,108.13797,167.91297,233.83552,312.37146,397.23682
81.33763,-69.4634,-9.97594,47.44339,107.34479,167.35672,233.84745,313.22411,398.23245
81.35807,-69.72652,-11.0748,46.06583,107.29547,167.94224,234.31505,313.47408,399.2637
81.37852,-71.13505,-11.34733,47.03188,107.97255,167.69505,234.58401,314.28921,400.94479
81.39897,-69.63569,-9.68869,47.77729,107.86807,167.80161,234.16891,313.66445,402.14198
81.41941,-70.46176,-9.95358,47.07151,107.95526,168.10109,234.32083,312.97443,402.62016
81.43986,-69.43451,-9.73147,47.64156,108.47865,167.89474,234.33427,312.12154,402.24776
81.4603,-70.03598,-11.12242,47.84557,108.7975,167.50703,234.13672,310.91496,400.92365
81.48075,-70.00522,-10.10994,47.41776,107.39464,167.40672,233.51354,310.60874,399.23745
81.5012,-70.43011,-10.13985,47.86698,108.28656,167.64854,233.58688,309.96575,398.04839
81.52164,-70.3994,-10.89464,47.61792,107.84078,167.44344,233.28849,309.4133,397.01755
81.54209,-70.53627,-10.45188,47.71359,108.22089,167.41573,232.85776,308.92316,396.60807
81.56254,-69.89348,-10.41169,47.28193,108.09589,167.14911,232.95464,308.82428,396.35302
81.58298,-70.92396,-10.79726,46.64432,107.82859,167.24401,233.02323,308.75146,395.86161
81.60343,-69.61218,-10.31502,46.38234,107.46047,166.9263,232.87635,308.45574,395.91859
81.62388,-69.25156,-8.77041,46.68776,107.06531,167.30776,232.63281,308.78637,395.71438
81.64432,-69.96045,-9.47501,47.66807,108.45083,166.98917,232.43016,308.5538,395.68708
81.66477,-69.4652,-9.70618,46.83531,108.33979,166.81271,232.44021,308.28532,395.76786
81.68522,-70.61291,-9.8013,46.69568,107.42568,166.82177,232.10818,308.12713,395.69891
81.70566,-70.05388,-9.82583,47.75172,107.66198,166.92589,231.94698,308.28241,395.68708
81.72611,-69.87054,-10.8457,47.5,108.39547,167.20854,232.49255,308.0165,395.70661
81.74655,-70.47713,-9.57191,46.44531,107.82661,167.00635,232.0387,307.83827,395.77073
81.767,-69.99587,-9.71864,48.19005,107.74448,166.68719,232.14891,307.99642,395.84635
81.78745,-70.03942,-9.24674,47.5313,106.66021,166.96875,232.19448,307.95594,395.76094
81.80789,-69.97637,-9.97821,47.60453,107.48266,167.03938,231.86078,308.13452,395.6887
81.82834,-70.88902,-10.08697,47.44141,108.08411,166.87875,232.00958,307.89635,395.68708
81.84879,-70.63303,-10.46689,47.24927,107.80896,167.13083,231.79328,307.90073,395.73573
81.86923,-70.26059,-11.28968,46.79901,108.49859,166.87146,232.0113,307.7145,395.77458
81.88968,-70.91297,-10.51378,47.73677,107.37844,166.70349,232.14151,307.71136,395.71984
81.91013,-70.27608,-11.08753,47.91615,107.8024,166.98552,231.94885,307.7853,395.68708
81.93057,-70.22024,-10.51378,47.4799,108.29443,166.87797,231.90427,307.75887,395.90698
81.95102,-69.59857,-10.36165,46.39245,107.54531,166.78432,232.19651,307.76716,395.82844
81.97146,-70.46243,-10.03533,47.59125,107.79661,166.61854,231.83286,307.78359,395.68708
81.99191,-70.9556,-10.43497,47.80604,107.1576,166.78807,232.23948,307.83655,395.83333
82.01236,-70.44582,-10.15455,46.8288,107.70646,166.94594,232.00958,307.64027,395.73245
82.0328,-71.12585,-10.60346,46.8837,108.55141,166.70708,231.71458,307.88238,395.68708
82.05325,-69.64833,-10.82481,46.41339,107.89797,166.72036,232.18911,307.54117,395.70948
82.0737,-69.94486,-10.06686,46.94078,107.12474,166.7275,231.95833,307.62732,395.85818
82.09414,-69.67722,-9.8587,47.5738,107.48266,166.69568,232.05792,307.74544,395.69521
82.11459,-69.98752,-9.65396,47.57052,106.70729,166.90406,232.04562,307.72348,395.97875
82.13504,-69.07027,-10.29203,47.25177,108.27344,166.86052,232.03469,307.67817,395.86953
82.15548,-70.20577,-9.41777,46.76807,107.01042,166.52651,231.81557,307.73523,395.92776
82.17593,-69.50145,-10.00721,47.33214,107.18219,166.92495,232.12193,307.51885,395.68708
82.19638,-70.34201,-10.47732,47.48844,107.52354,166.85995,231.65521,307.73368,395.83661
82.21682,-69.92303,-11.16536,46.78536,108.50385,166.81443,232.19875,307.53806,395.95417
82.23727,-69.12622,-10.28207,47.54047,107.93906,166.87573,232.00115,307.76207,395.83474
82.25771,-70.8846,-10.09157,47.20745,106.92005,166.74115,232.08922,307.6171,396.10104
82.27816,-70.23923,-9.72935,48.09979,106.71297,166.81557,232.00958,307.62277,396.06016
82.29861,-69.97622,-10.55327,48.0799,106.62286,166.81307,231.85615,307.78285,395.91026
82.31905,-70.27518,-11.08732,47.19969,107.68417,166.57755,232.13474,307.7793,395.68687
82.3395,-70.40642,-10.41526,46.1799,107.69599,166.85073,231.97391,307.76805,395.85328
82.35995,-70.5689,-10.72876,47.48911,108.42016,166.77328,232.09146,307.90593,395.76318
82.38039,-71.13325,-10.18821,47.02286,108.4438,166.56276,232.03375,307.69352,395.68687
82.40084,-70.01106,-10.48123,46.78422,108.13292,166.8788,232.21938,307.67314,395.87974
82.42129,-70.03187,-11.37972,47.72318,107.43052,166.65828,231.90526,307.59044,395.81036
82.44173,-70.36536,-10.70795,46.7375,107.78318,166.65125,232.15484,307.76809,395.79854
82.46218,-70.15087,-9.82151,47.85224,106.96974,166.74625,232.01245,307.75773,395.92406
82.48263,-70.95073,-10.69813,47.12255,107.27948,166.89021,231.88786,307.48435,396.00297
82.50307,-69.13991,-10.3673,47.07958,107.89703,166.69906,232.00958,307.57358,395.68708
82.52352,-69.83973,-10.89898,46.8837,107.91161,166.7275,232.10307,307.68625,395.77109
82.54396,-70.48207,-11.01935,46.44026,107.48875,166.71125,232.02656,307.73296,395.89438
82.56441,-70.00663,-9.58634,47.48026,106.59068,166.88042,232.08406,307.65445,395.97672
82.58486,-69.52882,-10.34849,47.21724,108.17937,166.69057,231.94948,307.71698,395.77682
82.6053,-69.07178,-10.828,47.28875,107.42427,166.83063,231.91516,307.55153,395.68708
82.62575,-69.06414,-10.23231,47.47427,107.82943,166.79536,232.05266,307.61841,395.8775
82.6462,-70.41704,-10.4407,47.90641,108.31677,166.6424,231.93547,307.78989,395.70703
82.66664,-70.68718,-10.77935,47.10979,107.44464,166.75729,232.0701,307.87446,395.68708
82.68709,-70.33023,-10.43756,47.76943,107.63057,166.78245,232.07964,307.46258,395.87995
82.70754,-70.67501,-10.92082,46.45156,108.10313,167.00557,232.00969,307.68559,395.89193
82.72798,-70.02403,-9.32131,46.66948,108.25641,166.66135,232.08641,307.8105,395.80729
82.74843,-70.58848,-9.83246,47.92146,106.5974,166.85703,232.02734,307.77385,395.87667
82.76887,-70.47193,-9.79558,47.24479,107.70219,166.83708,231.95323,307.77661,395.77276
82.78932,-69.75084,-9.92528,47.44734,107.9438,167.0237,232.00958,307.72798,395.68708
82.80977,-70.2748,-10.51378,47.60641,107.69391,166.88651,231.87135,307.68004,395.68708
82.83021,-70.76722,-11.40863,46.26417,106.86635,166.83042,232.00958,307.64362,395.85755
82.85066,-70.5938,-9.93042,47.33052,108.04479,166.65203,232.09318,307.63067,395.90839
82.87111,-71.22024,-10.8929,47.10432,107.1426,166.72417,232.05057,307.6154,395.69078
82.89155,-70.2006,-10.38642,47.47802,106.91521,166.94802,232.06755,307.52796,395.83172
82.912,-70.33907,-11.01065,46.31714,108.52667,166.59656,232.00958,307.72353,395.75219
82.93245,-69.81846,-10.6477,46.2613,107.16599,166.7275,231.93417,307.68888,395.77234
82.95289,-70.10167,-9.70181,46.55156,107.8926,166.60224,232.12161,307.57538,395.68708
82.97334,-70.60036,-11.04085,47.11953,107.74505,166.76229,232.08208,307.45243,395.76276
82.99379,-70.12658,-10.26029,46.42844,107.9587,166.94031,232.17417,307.59665,395.77276
83.01423,-70.31423,-10.51378,47.35427,108.00745,166.67469,232.11255,307.50519,395.8712
83.03468,-70.93099,-10.85698,46.92495,108.36979,166.72615,232.02516,307.55055,395.89781
83.05512,-70.51501,-10.60805,46.55943,108.01583,166.71479,231.99208,307.60573,395.75646
83.07557,-70.38329,-10.16586,46.85083,107.94318,166.55635,232.07,307.90105,395.84635
83.09602,-70.65176,-9.90202,47.44698,107.42625,166.83859,232.04651,307.82134,395.68708
83.11646,-70.43015,-10.66203,47.0276,108.68042,166.84255,231.74703,307.75058,396.07844
83.13691,-70.90133,-10.28555,46.16688,108.28766,166.71182,232.16406,307.66145,395.80406
83.15736,-70.08407,-10.18904,47.9451,107.45365,166.58495,232.01911,307.65722,395.70542
83.1778,-70.11013,-9.58348,47.42719,109.53172,166.84328,232.16526,307.73239,395.74937
83.19825,-70.90575,-11.06779,46.58104,108.91005,166.77203,232.16115,307.68105,395.78146
83.2187,-70.10001,-10.45583,47.1262,107.90693,166.93458,231.89531,307.637,395.74042
83.23914,-70.71818,-10.09595,46.83375,108.70042,166.63057,231.88802,307.6798,395.76563
83.25959,-70.54893,-9.7626,47.40089,107.7726,166.69875,232.14307,307.67641,395.69401
83.28004,-70.36008,-9.42594,46.93734,107.40208,166.82813,231.98302,307.73814,395.81318
83.30048,-70.87018,-10.02615,48.07557,107.57688,166.80385,232.03536,307.69105,395.68708
83.32093,-70.5689,-9.68804,47.5024,108.38339,166.94333,232.06125,307.64195,395.7776
83.34137,-70.89186,-10.32071,46.22896,107.28281,166.72219,231.99052,307.46697,395.8087
83.36182,-69.67039,-10.34605,46.93536,107.70422,166.74677,232.13745,307.76899,395.68708
83.38227,-70.4877,-10.29866,47.84276,107.92359,166.67875,231.94354,307.79009,395.77656
83.40271,-70.14959,-10.08322,46.86115,107.51328,166.78661,232.00958,307.74633,395.73651
83.42316,-70.45792,-10.52029,46.91474,107.48266,166.5937,231.91464,307.39686,395.8901
83.44361,-69.53168,-9.95922,46.88724,106.80073,166.82755,231.93068,307.45691,395.8901
83.46405,-70.69694,-9.83515,47.58068,108.58995,166.52167,232.14245,307.71945,395.68708
83.4845,-70.50542,-10.43089,47.61365,107.98005,166.94354,232.15245,307.62206,395.71292
83.50495,-70.35745,-10.51378,46.67057,108.66745,166.77911,232.11266,307.82536,395.83229
